"ids","X","L1","L2","A","C","Y"
1075,2,1,0,1,29.6209949772904,4.82263971258836
1076,3,1,1,1,6.45431762933174,1.47701319709007
1077,1,1,0,1,46.5241554425913,3.19781077442976
1078,3,1,1,1,6.23592609337781,0.907842003742669
1079,2,0,1,1,2.535858765643,16.3410444161064
1080,3,0,1,1,6.47391267310411,16.3880894600269
1081,2,0,1,1,12.3548308200385,10.5293809830259
1082,1,0,0,0,7.61876705743344,4.23884030302706
1083,3,0,0,1,1.52252338359575,12.3777885076327
1084,2,0,0,1,13.8509071636991,16.7168456501217
1085,2,1,0,1,11.4286504372865,4.81393353736239
1086,3,0,0,0,1.31783227354217,2.57348345494531
1087,1,0,0,1,22.9492192954826,2.40499987934759
1088,3,0,1,1,5.45800756306313,3.9447606088335
1089,3,0,1,1,2.2992229050708,24.1686104682984
1090,1,1,0,0,29.0441760359726,1.4958505712252
1091,2,0,0,0,6.28109757234626,3.77720380256171
1092,3,1,1,1,8.49646273261782,5.56312889051527
1093,3,1,0,1,3.57671252745599,1.67943172807998
1094,2,0,1,1,7.37856359226203,9.23914613761275
1095,2,0,1,1,2.19768930026127,13.7375196392434
1096,3,1,1,1,8.52451456154649,4.66614426322642
1097,3,1,1,1,1.92663857311832,6.359024408928
1098,1,0,0,0,20.2163080223192,0.771599899968723
1099,3,1,0,1,17.7124805117109,4.00334463553726
1100,2,1,0,1,29.3968837859044,5.99977420873723
1101,3,1,1,1,1.26572273860655,10.3065422612571
1102,3,1,0,1,12.2833590582183,5.13748858062674
1103,2,1,1,1,5.26988227810182,8.19444429568657
1104,2,0,0,1,9.83441829888575,15.035643310433
1105,1,1,0,0,18.8582012420245,7.32281737217386
1106,3,0,1,1,3.62145334963478,16.691369332322
1107,1,0,0,1,1.28175229176383,8.98576119673707
1108,2,0,1,1,10.4360232314239,18.0270132493911
1109,1,0,0,0,6.74121397850953,6.95768116040736
1110,3,0,1,1,2.95365439270763,9.22856261801684
1111,1,0,0,0,20.6945553701756,1.17691480014016
1112,1,0,0,0,11.0855380206708,4.25608985492412
1113,2,0,1,1,5.57408201928234,9.35210784179146
1114,2,0,0,1,13.8960704653576,12.8136018325086
1115,2,0,0,1,15.724385055236,7.39663606624137
1116,3,1,1,1,4.61152332269244,3.17272058886664
1117,2,0,1,1,4.16714494915416,4.9948183568153
1118,1,0,0,0,9.31854594638809,1.5840409090389
1119,3,0,1,1,6.40400314834628,8.0935859363355
1120,3,1,1,0,2.37099679920403,9.74369637029024
1121,3,1,1,1,2.33619502827817,4.12357709297675
1122,3,0,1,0,4.21272509465671,3.14628892073891
1123,2,1,1,1,4.6273008806257,5.75095480041136
1124,1,0,0,1,11.5456521176867,5.14683236642627
1125,3,1,0,1,5.90563448794176,5.09723311411719
1126,2,0,1,0,3.30433135015267,7.08160605962027
1127,2,1,1,1,20.112063117865,8.05906519352473
1128,2,0,0,0,4.63205952093299,1.37376317717269
1129,2,1,0,1,16.7164834857422,8.03661681253273
1130,2,1,0,1,18.7759467776317,12.5227521306063
1131,1,1,0,0,21.1192275650738,4.7530894251702
1132,3,0,1,1,3.21918151707878,26.7384010612089
1133,2,1,1,1,4.07626407927242,6.30302601875553
1134,1,0,0,0,9.40421407335742,6.20279144883115
1135,1,0,0,1,19.728717145826,6.89040146500025
1136,1,0,0,1,26.8716905474291,1.87618321296754
1137,1,0,0,1,21.6046873725989,2.52387517685337
1138,3,1,1,1,2.7293076470803,9.24172408861454
1139,3,1,1,1,7.80775541114407,9.86136333974892
1140,2,0,0,1,15.1404309959344,20.0640344148956
1141,3,1,1,1,11.2736951638738,9.97627291233865
1142,2,0,1,0,2.63334168195662,7.97681137653097
1143,2,0,1,1,3.46043215966248,22.8672533090311
1144,2,0,0,1,9.54720578494597,14.2319429938876
1145,3,1,0,0,10.0694048105706,0.621195556869999
1146,2,0,1,1,5.13452803680863,12.3013971112602
1147,3,0,1,1,6.9433933674845,8.74344497122908
1148,3,1,0,1,10.0219474616571,3.11067963978848
1149,2,0,1,1,1.69433802564494,10.8805582042599
1150,1,0,0,0,5.21392239829159,3.24402667596301
1151,3,0,1,1,1.4708404109565,16.7628458648019
1152,3,0,1,1,8.58622415487164,3.79925998694752
1153,2,0,0,1,6.76323999595826,10.6456010584277
1154,1,0,1,0,2.1179417987505,3.26993115588216
1155,1,1,0,0,28.3483820947704,8.41300361363099
1156,3,0,1,0,1.61685124885944,1.67491361971466
1157,1,1,0,0,8.05367860662211,3.43776856746297
1158,3,0,1,1,2.87286951928012,2.9403803036408
1159,1,1,0,0,6.76428518706034,2.34729561519602
1160,2,1,0,1,14.01855153013,4.13418103095523
1161,1,1,0,0,18.3865217182381,10.0073116386203
1162,3,0,1,1,1.94573133755337,8.2245103285542
1163,1,0,0,1,27.1681807017229,7.78109330747777
1164,3,1,1,1,0.916383731076847,5.48728151897271
1165,3,0,1,1,2.02805112437681,21.0924743717466
1166,3,1,1,1,6.40236718792949,9.82939933568823
1167,1,0,0,0,6.763925193776,1.82275696152765
1168,1,0,0,0,10.2573785183846,0.890755797092238
1169,3,1,0,0,2.39426269152992,2.82201205021187
1170,1,0,0,0,11.4944354203891,1.2415390790441
1171,3,1,1,1,4.95039631691634,6.48205577499944
1172,3,1,0,1,13.8407937032733,3.92510894970559
1173,3,1,0,1,8.7213965911719,6.35519962386703
1174,1,0,1,1,16.0719005156946,18.719099729054
1175,2,0,1,1,6.47620063731404,5.2372774071899
1176,3,0,1,1,4.54181627687672,18.2260943370797
1177,3,1,1,1,8.91182295894573,8.26226079262044
1178,3,0,1,1,3.52630677825961,9.96752682455937
1179,2,0,1,0,2.69342447440794,6.69551051790272
1180,2,1,1,1,16.9077618626992,4.49597711049465
1181,3,1,0,1,23.2915416940025,7.3816732557544
1182,2,0,0,1,5.07720133588713,12.9546113623013
1183,1,1,0,0,19.4347551924688,1.83738521272632
1184,2,1,0,1,17.1440899292163,6.10430615642418
1185,1,0,0,1,3.94097886364787,3.54167531917997
1186,3,0,1,1,1.92213459951906,4.65021223459389
1187,3,1,0,1,3.90680775309227,3.25611201107234
1188,1,0,1,1,4.12804349687008,9.54950022100019
1189,3,1,0,1,11.8809802583059,5.18746401793853
1190,1,1,0,0,10.6967076827028,3.94887785671355
1191,3,0,1,0,3.22645353204142,4.91400461190504
1192,2,1,1,1,20.1139762821587,10.3720947113234
1193,1,1,0,0,1.58228170942482,3.88672750880512
1194,2,1,0,1,16.2547778249592,5.88812289205323
1195,3,1,0,0,4.00639601476041,9.93982753467535
1196,2,1,1,1,9.41024809088577,13.644700136043
1197,2,0,0,1,14.2910687473372,9.98618969161951
1198,3,0,1,1,2.73262648679212,6.05435681372042
1199,2,0,1,0,1.20193208368488,2.8757030431526
1200,1,0,0,0,14.8042548722788,2.22010986072695
1201,2,1,0,1,30.6001183127678,7.39029373049691
1202,3,1,1,1,7.35590223150094,10.9933968260524
1203,2,0,0,1,14.7872227285691,9.46574006081602
1204,2,0,0,1,12.3545929227272,4.72991087075755
1205,1,0,0,0,5.94379840878393,0.542893543133873
1206,2,0,0,0,7.05972501517833,5.23173730429625
1207,2,1,0,1,4.9748179291545,11.6767101156309
1208,1,0,0,0,9.3680832620543,4.74826884460743
1209,2,0,1,1,7.23029479978228,16.3563949898943
1210,2,0,1,1,3.25860491708519,13.5470187727074
1211,3,1,1,1,1.13661015192746,13.8116934196763
1212,3,1,0,1,3.19758836323883,10.3156963849955
1213,2,1,0,0,10.6117207598731,1.48300091077215
1214,1,1,0,0,9.27732520450105,5.43651304220263
1215,1,1,0,1,27.1216491167079,2.39603783220205
1216,2,0,0,1,9.26295545172226,11.854987695459
1217,1,1,0,1,15.5769114140683,6.50714097215397
1218,2,0,0,1,5.3668086815363,6.61178853545624
1219,2,1,0,1,25.6965396754508,5.19171089112062
1220,2,1,0,0,14.4569889149656,2.02009533946316
1221,1,0,1,1,10.3277538620631,13.2707841891182
1222,2,1,0,1,9.2741602870866,7.61923126110075
1223,2,0,1,1,8.57289222738466,11.1754652920191
1224,2,0,1,1,7.88662290591563,14.9712966727208
1225,2,0,1,1,8.93761458684929,12.4272077287454
1226,2,0,0,1,10.0237266077268,11.1534363175606
1227,1,0,0,0,5.45641367311848,0.721423641408832
1228,2,1,1,0,4.06634371343212,10.9476415274229
1229,3,1,1,1,3.20961108495825,7.36238265950494
1230,3,1,1,1,9.03598185228375,4.80135700890389
1231,2,0,1,1,7.55171255348129,23.0278042133781
1232,3,1,1,1,5.88025535611412,5.56100918866289
1233,2,1,0,1,1.26116972826425,4.15769848743425
1234,3,1,1,0,3.43222914931184,12.7865726547668
1235,1,1,0,0,17.2133258028197,5.64480096176524
1236,3,1,1,1,1.2631863433763,13.1095427495743
1237,2,0,1,1,10.1405901090775,3.64541226911348
1238,2,1,0,0,12.9400791061103,4.42714892376587
1239,2,0,0,1,5.83353821242031,1.91998302736523
1240,2,1,0,1,16.9925258165645,5.05455164910478
1241,2,0,0,0,10.3332697923668,1.80782446685532
1242,3,0,1,1,4.46270783844593,15.6938171977659
1243,1,0,1,0,6.73090444839997,1.66201234625625
1244,3,1,1,0,3.42800929757307,9.6255207725665
1245,3,1,1,1,1.70276298525029,5.04430526897031
1246,1,0,0,0,10.9288964161522,0.965164014669976
1247,3,1,0,1,4.0460447387138,2.87497777691298
1248,2,1,0,1,12.4748922638972,8.87474405361011
1249,1,0,0,1,15.5246843042442,5.945734803631
1250,2,0,1,1,5.99175006027931,1.88405069803219
1251,3,0,1,1,3.87238750354499,19.8640038046086
1252,1,1,0,1,11.8004721954577,10.204124873151
1253,3,0,1,1,3.40888391709818,24.1446605291721
1254,2,0,1,1,2.22619572241186,13.0918103211671
1255,1,0,1,0,5.32838652666097,2.79558509065204
1256,2,0,1,1,2.21726838333097,9.49150983774035
1257,2,0,0,1,13.2195356587593,6.03352990991717
1258,2,0,0,0,10.8627674319214,1.41998497169123
1259,2,0,0,1,6.0101369355258,17.5794531476767
1260,1,0,0,0,6.86260890040838,1.47706690541742
1261,3,1,1,1,4.14524802555954,1.31470165974342
1262,3,1,1,0,5.51982294850028,2.6592540427926
1263,3,1,1,1,11.8225701274776,7.25036439284351
1264,2,1,1,1,8.27907404425363,5.76273966967608
1265,1,1,0,0,24.2062566073256,3.30031541043799
1266,2,0,0,1,3.2704302971279,7.11377155967885
1267,1,0,0,1,18.5309517012595,7.27620189922613
1268,3,1,1,1,2.4306313852903,3.12524713776263
1269,1,0,0,1,14.755702052462,11.2654445094769
1270,2,0,1,0,3.9389865226352,4.20280253882819
1271,2,1,0,1,13.2448796201318,6.24803879896439
1272,1,1,0,0,7.95968295816663,8.61541959041071
1273,2,0,1,1,5.97977249606871,12.0163360353556
1274,3,0,0,1,9.67831949199253,4.12594274506902
1275,2,0,1,1,11.4705672157888,16.3202101847854
1276,2,0,0,1,5.36363919477474,5.34492629412534
1277,2,1,1,1,11.8530026752115,10.6495425207038
1278,2,0,1,1,2.95722987572866,21.5895672708159
1279,1,1,0,0,23.722684196399,2.18117777382729
1280,3,1,1,1,9.22559058478977,12.1557377838902
1281,3,1,1,1,4.96199880062539,12.3778225128475
1282,2,0,1,1,3.70072453477748,8.21353600305849
1283,1,0,0,0,1.5679669590568,2.27092427827709
1284,3,0,1,1,1.21673969984504,27.6440595117222
1285,3,0,0,1,5.50207931747409,6.32976702052037
1286,3,1,0,0,6.05770403691585,3.61567643907175
1287,2,0,0,0,8.357207823763,2.16865215717042
1288,1,0,0,1,10.6862320682906,3.63277496961912
1289,2,0,1,1,11.4751812886675,13.2939176254049
1290,3,1,1,0,1.15637023608766,2.31190945148255
1291,3,1,1,0,1.42044215404398,5.51563518359906
1292,3,0,1,0,2.76761783292288,4.85089104859338
1293,2,1,0,1,29.3937285997437,2.94278504766677
1294,2,1,1,1,5.09552707067177,16.6415222325176
1295,1,0,0,1,31.4692471959944,0.305538522544798
1296,2,1,1,1,7.42099118146285,2.03976977357533
1297,3,1,1,1,7.2532384826261,6.63009234386818
1298,2,0,1,1,2.61599434847152,13.9321142846738
1299,1,0,0,1,14.4315721322914,7.89169173304643
1300,3,0,1,1,3.45314128486084,12.8903178671287
1301,3,1,0,0,6.90861021284645,2.13007689918779
1302,3,1,0,1,10.0680434763244,3.43321069684931
1303,3,1,0,1,3.38089455956728,3.39976117832334
1304,3,0,0,1,9.12973296014657,2.56893153124698
1305,3,1,1,0,6.54297296557334,7.49078380957171
1306,3,0,1,1,3.34289687629885,7.39757786242123
1307,2,0,1,1,8.07092031604971,3.33191713336131
1308,2,0,0,0,6.02036921566967,1.16798206737831
1309,2,1,0,1,4.56500231265614,3.15418211598516
1310,1,0,1,0,6.01255686488164,5.33634097216386
1311,3,1,0,1,6.90705790552806,5.37522763650167
1312,3,0,0,1,2.26086692024584,7.42544596167526
1313,3,1,1,1,3.86788041291733,8.54576889122321
1314,3,0,1,1,2.3314198449386,15.072635839074
1315,2,1,1,0,10.453701079722,5.5902870196786
1316,3,1,0,1,11.9896543681548,8.21334086637419
1317,3,0,1,1,2.94524781317052,6.84097016117452
1318,3,0,1,0,0.788651416270875,4.76202856949137
1319,1,1,0,1,29.0069139192703,2.41015960555945
1320,2,1,1,0,10.4123228645734,9.45525866743843
1321,3,1,1,1,6.80963406134805,8.67754093600774
1322,2,1,0,1,13.6618166551721,4.48290089799738
1323,1,1,0,0,5.2559749414453,6.9662839156675
1324,2,1,0,0,11.1000265985298,1.36137077674787
1325,3,1,1,1,4.79770306861373,9.56675762146158
1326,2,0,1,1,10.778694415831,6.63458757325829
1327,2,1,0,1,6.87036016656368,0.785886655275428
1328,1,0,0,1,13.8367015649796,9.05011747965759
1329,2,1,0,0,8.88451265989241,1.76749104747506
1330,3,0,1,1,2.05317592936473,24.2245915473682
1331,2,0,0,1,14.4375241642047,9.65358533560424
1332,3,1,1,1,10.9428922711185,10.9280499735053
1333,2,0,1,1,3.12318930916431,15.1260650304497
1334,3,0,1,1,6.58790843370447,10.964969978204
1335,3,0,1,1,5.72242963311673,18.1197128838161
1336,2,0,0,1,3.86119616883299,5.1385390967003
1337,2,1,1,1,9.86069303929249,6.94671103346866
1338,3,1,0,1,5.46540271365285,6.39805309904754
1339,3,1,1,1,1.33142346752067,7.1963768072159
1340,3,1,1,1,0.98069129843268,5.00015729620427
1341,1,0,0,0,7.60222591499265,1.89424713619063
1342,2,0,0,1,6.30467505511204,7.56216480962672
1343,2,1,0,1,11.8385508654611,2.60566369068092
1344,2,1,0,1,9.86315296924601,3.56899970263311
1345,3,0,1,1,5.62094327529641,13.5900673299947
1346,3,0,1,1,5.55209562580054,15.2518990075651
1347,1,1,0,0,19.2912743049591,8.91911648474581
1348,3,1,1,1,6.44303034913132,8.22750951023407
1349,1,0,0,0,6.53900733385421,7.99328188209661
1350,3,1,1,1,7.5335211013629,9.84684500052444
1351,1,0,0,1,16.2133748637827,12.7130461600986
1352,3,0,1,1,4.12955920581825,15.2516056864686
1353,3,1,1,1,9.23194867014694,9.01274337530209
1354,3,1,1,1,12.007706116348,5.92654273374784
1355,3,1,1,1,11.1512259499684,4.47705277354562
1356,2,0,1,1,5.77164487587827,22.6122048174145
1357,2,0,1,1,4.9335429017716,6.35585504343659
1358,1,0,1,0,5.37206313822613,4.30281115298238
1359,2,1,0,0,10.5517999889966,4.70530164586595
1360,3,1,1,1,9.29159337670416,15.95046430801
1361,2,1,0,1,18.83718719596,4.51306668155332
1362,2,1,1,1,16.4847173623054,4.37807116106805
1363,1,0,0,0,13.8930780977967,1.3879038096025
1364,2,1,0,1,15.0409122003228,8.79166832189044
1365,3,0,1,1,1.53699498784322,3.10675512262561
1366,2,0,1,1,6.69956262697884,6.46111783266647
1367,1,0,1,0,5.56002899157833,3.35995115812295
1368,1,0,0,1,3.34783563987411,12.6104037897914
1369,3,0,1,1,4.60731571057923,5.74966231953579
1370,2,1,1,1,4.23549771212481,4.61834502241401
1371,2,0,0,0,2.44035525410823,0.661376410090914
1372,2,0,0,1,15.0368943055457,15.2653684954839
1373,2,1,0,0,8.03041217479842,6.99483945052676
1374,3,0,0,0,0.897444595560388,1.74475300751154
1375,3,0,1,1,1.43695080118418,14.8650770735641
1376,2,1,0,1,11.9362558714314,4.70175685247457
1377,1,0,0,0,9.67189781269111,3.25727204112309
1378,2,0,0,1,2.85710686956788,23.2163969230442
1379,2,0,0,1,13.6572933681039,8.58554864931406
1380,1,0,1,1,6.43244548588359,16.106277604284
1381,2,1,0,1,4.10318138952246,6.19074512842113
1382,1,0,0,0,14.8711178726227,1.87097400941353
1383,3,0,0,1,6.34144537697492,9.41663774042061
1384,1,0,0,0,11.7408508257684,3.54917713538431
1385,3,0,1,1,7.81596809594423,16.0984414854416
1386,2,1,0,1,24.5831227572042,3.89130766958585
1387,1,0,1,1,16.5569514783486,9.92874086316919
1388,2,0,1,1,7.87663338385957,9.39519610658401
1389,1,1,0,0,21.0381719580884,4.91043682356086
1390,3,1,1,1,16.0608558983258,12.269367520273
1391,2,0,0,1,9.05265699567983,9.95524386005248
1392,3,0,1,1,0.724805952025329,18.6198516576694
1393,2,0,1,1,4.42625488511829,13.1136872849247
1394,1,0,1,1,6.6320554456936,13.498933780135
1395,3,1,1,0,3.81415577100228,14.2207182205635
1396,3,0,1,1,3.18467680318999,5.82493097061175
1397,1,1,0,0,8.43088713668853,2.257419833712
1398,2,1,0,1,10.8582631674476,6.51695279146114
1399,2,0,1,0,5.73035190005027,2.40291993647435
1400,2,0,1,1,8.44191595713074,22.7578843438459
1401,3,1,1,1,4.47891879616672,15.2028323345075
1402,3,1,1,1,2.74212502722652,8.01838673335201
1403,3,1,1,1,5.00970065229627,19.1658699839864
1404,1,1,1,0,7.69716693939978,11.6910504641983
1405,3,1,0,1,14.9896707422959,6.42729381515928
1406,1,0,1,0,9.57982067841237,2.95968760591111
1407,3,0,1,1,3.61651726676466,7.54435110430569
1408,3,1,1,1,5.25374155455568,8.05424042518662
1409,2,1,0,1,4.95935690359521,3.20078048837999
1410,2,1,0,1,9.95113902484444,3.35274411432618
1411,3,0,1,1,0.734148381247175,18.5488624879662
1412,2,0,1,0,4.37032557515546,3.33851213930521
1413,1,0,0,0,14.7619270226241,5.40503051842498
1414,3,1,1,1,9.65929871919813,6.06027617764347
1415,3,0,1,1,4.05077944573351,7.65943916423448
1416,2,0,0,1,6.01486422116698,2.53870194491246
1417,3,1,1,1,3.10081028838516,9.70566340917423
1418,1,0,0,1,9.43078402116256,8.85461452479188
1419,3,0,1,0,0.320962831898262,5.8347880618026
1420,3,1,0,0,5.2782784933041,8.84468085448755
1421,2,1,0,0,5.32863499117383,5.62557057772479
1422,1,0,1,1,7.04530324422214,7.86988516404914
1423,3,1,1,1,13.1053123607135,4.70720280261886
1424,3,1,0,0,7.90017215413266,3.5008130040437
1425,1,0,1,0,3.94277190023895,6.17501345250902
1426,1,1,0,1,19.6934114474022,4.36356769224491
1427,3,1,1,1,3.1998871367634,7.07215813577725
1428,1,0,0,1,31.2499267848499,6.26353142432565
1429,1,0,0,0,12.8426175113977,4.37104519565917
1430,1,0,0,0,7.42933785430317,1.3269910214713
1431,1,1,0,1,21.7294627108888,4.10040147713847
1432,3,1,1,0,2.8238996142726,7.17360501017875
1433,2,0,1,0,3.24346533939602,4.27327564647332
1434,2,1,0,1,29.5214377477941,3.24319109194928
1435,2,1,0,0,12.0937506987462,2.74757051573487
1436,2,0,0,1,6.9420351612016,7.16166627227084
1437,3,1,0,1,14.9608026168093,7.75666010206672
1438,1,0,0,1,3.50148045969313,5.68531138581457
1439,3,1,0,1,6.26487462490074,5.29539881515825
1440,3,1,1,1,3.07025893442695,2.06823375442734
1441,2,0,1,0,5.00023710310285,3.26225683533792
1442,2,0,1,1,9.88736100660192,7.31797763916305
1443,1,0,0,0,8.4313060583788,2.83334659444466
1444,3,0,1,1,4.72985103845277,9.58665388765352
1445,2,0,1,0,4.43543173360866,9.40873359794202
1446,2,1,1,0,3.50188090141531,5.01076761776273
1447,1,0,0,0,10.6244177344019,1.79087269938858
1448,3,1,1,1,8.95462082073093,8.84178585719746
1449,3,1,1,1,6.39935258905105,1.59828267547126
1450,1,0,0,1,11.318268106743,7.33896744580326
1451,3,1,1,1,1.08417051252655,12.6229165306055
1452,2,0,0,1,11.3269344302541,9.74528528087075
1453,1,0,0,1,23.4490852887144,2.75284575788809
1454,3,1,0,1,8.32761987654527,4.79494294061328
1455,1,0,0,1,13.3762592129073,4.4816379773459
1456,2,1,0,0,1.41026815881166,6.10746892648164
1457,3,1,0,1,12.2342369132607,6.79824882412749
1458,3,0,1,1,4.35809854375077,23.3435455664444
1459,2,1,1,1,4.16986911060156,4.76890236289325
1460,2,0,0,0,5.47563648211489,2.40163911794077
1461,3,1,0,1,15.30687980081,2.8287035027691
1462,1,1,0,0,11.7527850882924,3.9217315096279
1463,3,0,1,1,4.53920824062773,7.40244890096411
1464,1,1,0,0,29.1358360170597,3.57790973059745
1465,3,1,1,1,3.36321853611691,9.59373589694931
1466,1,0,0,0,6.96846140509537,1.65626825805755
1467,2,0,0,1,9.49535918054672,2.26736301419899
1468,2,0,1,1,16.4411412934299,12.2920406946033
1469,1,0,0,0,7.41300317014861,3.25197137248475
1470,1,0,0,0,5.76814371425599,3.01011748942484
1471,2,0,1,1,4.59784166670518,12.492497402958
1472,2,0,1,1,1.61269045280292,17.5636696978486
1473,2,0,0,0,14.6455594136372,3.67152006569268
1474,2,0,1,0,5.4157681055936,4.89766857176292
1475,1,0,0,1,11.3870840772047,8.19244508289551
1476,3,0,1,1,2.14337870120981,8.09497949650668
1477,3,1,0,1,16.3441270879325,5.33358677497661
1478,1,0,0,1,31.4956932217541,10.0501566215949
1479,1,0,0,0,11.6102525664056,5.40180878716304
1480,3,0,1,1,5.50948540068761,22.4740326515595
1481,3,1,1,1,3.22935514728286,11.6154138449141
1482,3,1,1,0,1.96403264903255,17.9983268641849
1483,1,0,1,1,4.33208244079914,9.68122064342556
1484,2,0,1,0,4.77172618741259,1.87429730122102
1485,3,0,1,1,1.74986246652352,18.7946047644213
1486,3,0,1,1,6.36648523061439,5.82178641444537
1487,3,0,0,1,2.77812364379793,7.40150559406166
1488,1,0,1,0,0.789630984509309,2.65896361545205
1489,2,0,1,0,3.05337266282479,6.63993697186912
1490,1,1,0,0,18.900405487663,1.51488490452273
1491,1,0,0,1,8.23703111080756,6.34869546693913
1492,3,1,1,1,10.0490608546479,4.63151830847855
1493,1,0,0,0,20.6971590728544,0.84208674989601
1494,2,1,0,1,25.3152442334439,7.69466577143955
1495,3,1,1,1,9.58235296269355,11.1015076079394
1496,2,0,0,1,5.02458228151756,12.382009878182
1497,3,1,1,1,8.53464756200642,5.08584632723347
1498,3,0,1,0,2.00778998087629,5.85368147324987
1499,2,1,0,1,11.2322973306232,8.50968719586298
1500,1,0,0,0,3.84430891721938,2.89807382647745
1501,1,0,0,0,10.028903947369,1.24095992039821
1502,3,1,1,1,8.87060630939397,13.0868041972385
1503,2,0,0,0,3.64336372095228,1.89966071821414
1504,2,0,0,0,2.39171725116069,1.08104044111491
1505,3,0,1,1,2.2951178109986,10.8493357177663
1506,3,1,1,1,4.33424399422344,12.9113776434511
1507,3,0,0,1,5.23616753021818,7.70973873641303
1508,2,1,0,1,18.1875394417334,6.20202459600278
1509,2,0,1,0,3.94869414661896,0.43964401258261
1510,3,1,1,1,5.03883296904905,18.0627206236519
1511,2,0,0,1,16.4117252538616,2.51796178524712
1512,1,0,0,1,20.2175866617492,10.9698574257739
1513,1,0,0,1,43.9370420176596,12.3064368483799
1514,3,0,1,0,0.58119511624116,4.96347201282228
1515,3,0,1,1,3.86406227639637,3.22927565656971
1516,3,1,1,1,6.89360729138103,7.88969165619585
1517,3,0,1,1,6.85692012711457,18.7355530856805
1518,1,0,0,1,14.8127859238679,13.9640198043884
1519,2,0,1,1,2.46326170711345,16.385403180538
1520,3,1,0,1,4.33258236883793,5.46009414363188
1521,3,1,1,1,3.71441020432528,9.59751472960855
1522,3,1,0,1,9.60632927593527,1.99405748247521
1523,1,0,0,1,9.46064964577838,9.98294201839587
1524,2,0,0,1,12.6773777633501,12.9766316117283
1525,1,0,0,1,7.37833409305755,7.23827572447112
1526,1,1,0,0,14.4005130200946,3.53904088546795
1527,1,1,0,0,13.6874296979675,15.6932205871342
1528,2,1,0,0,4.64823476527202,10.7343012062814
1529,1,0,0,0,9.03416116433092,1.17168435485134
1530,2,1,1,1,15.6290955370979,6.78680130887942
1531,3,1,1,1,5.2294756272871,7.23905868095251
1532,3,0,1,1,1.71656785550223,21.8962610410144
1533,1,0,1,1,8.52448648202099,14.968647073535
1534,2,0,1,1,4.20587241176892,3.30829067005931
1535,3,1,0,1,10.4302086928903,3.91340858708188
1536,3,1,1,1,4.61817730576819,11.3176692615372
1537,1,0,0,0,22.2756010969902,3.12931841932636
1538,3,0,0,1,14.644959080142,8.16856924946814
1539,3,1,1,1,4.62445756178902,3.8254350766332
1540,1,0,0,1,10.3471078008494,3.48636255541442
1541,2,1,0,1,2.94237597353444,2.0452819124873
1542,2,1,1,0,3.75240332744766,11.3502912648433
1543,2,1,1,0,5.51104890838873,7.3898583335054
1544,3,1,1,1,9.09076893178399,7.26655241533985
1545,1,0,0,1,7.02092167194039,18.8779785039931
1546,1,0,0,0,17.0247796269397,0.390030395337152
1547,2,0,1,1,11.684920378237,10.9564905548
1548,2,1,0,1,8.88592094676898,3.39900064594236
1549,2,1,0,1,28.4382416027316,1.86847802437512
1550,3,1,0,1,11.6169108468831,2.58795247449381
1551,3,1,1,0,6.08073100197986,4.0274854965209
1552,2,0,1,1,7.66690847677464,6.43662998179586
1553,3,1,1,1,14.3557515543198,13.1107010581399
1554,2,0,1,1,3.62906158016623,10.0699829318966
1555,2,0,0,1,6.0748146671034,0.782367124398008
1556,2,0,0,1,3.36284268163807,7.16264119725196
1557,3,0,0,1,6.94221452852036,10.0486063410208
1558,2,0,0,1,4.33027525996175,2.62654135472581
1559,3,1,1,1,2.65470377597658,6.10884035715694
1560,3,1,1,1,9.93276927579876,5.86428246048863
1561,2,0,0,1,6.61751926782892,7.20883782840373
1562,3,1,0,0,8.26607733484962,3.42206107650997
1563,3,1,0,0,4.56347241726935,5.25816457089829
1564,3,1,0,1,5.74089845892615,1.2423960477886
1565,1,0,1,1,1.11121913475,1.47220350487018
1566,1,0,1,1,7.48749791121195,8.94571555003457
1567,3,1,1,1,3.61770472906662,3.49580864136768
1568,3,0,0,1,10.7291741154386,16.4333601399052
1569,3,1,1,1,6.68028275015787,10.0290657130136
1570,2,1,0,1,23.0749275032389,6.29838269369398
1571,2,1,1,1,3.84839696405405,12.4867697864199
1572,3,1,1,1,7.75755276136338,3.93184780263722
1573,3,1,1,1,6.59035750039533,3.14160954706505
1574,2,0,0,0,5.17586321215479,2.95268344182322
1575,3,1,1,0,4.42493809905173,15.462025371329
1576,2,1,0,1,19.4781862148889,6.75585954498525
1577,1,0,1,1,22.8284555891466,13.4536751943724
1578,2,1,0,1,20.1564707302042,4.0237612187347
1579,1,1,0,0,23.255389565604,5.44132973361943
1580,2,0,0,1,9.23345806839638,4.36847624225975
1581,3,1,1,0,4.61685350925857,10.0600473946477
1582,2,0,0,1,6.14891667027518,5.68775076337514
1583,3,1,0,1,5.70774893427006,9.97399518655683
1584,3,1,0,1,27.6131797287993,5.48118909539704
1585,3,1,1,1,12.3310489925667,13.755867237816
1586,3,1,1,1,8.01305328726664,4.16358850683957
1587,1,0,0,1,7.67922179381534,5.78791223579009
1588,2,0,1,1,1.86854793439844,10.651287112199
1589,3,0,1,1,4.35522226860614,16.9641717656229
1590,3,1,1,1,7.53387745318337,4.3143914744477
1591,1,1,0,1,29.3617185035996,9.17010552579596
1592,3,1,0,1,7.86618263673954,5.86814828446258
1593,1,0,0,0,8.98596044812861,3.79722151274344
